fafb14_x,fafb14_y,fafb14_z,mcns_x,mcns_y,mcns_z
557240.625,318264.40625,39567.23388671875,413074.6889754805,288426.26539557654,125682.49598886436
544384.3125,255900.0,79409.296875,408966.31912160176,230214.5404241475,152214.71800000002
517092.78125,250628.25,79409.296875,371309.14775771496,229722.28981808366,152214.71800000005
499663.875,273897.40625,79409.296875,359987.3838182458,257534.44906069292,152214.71800000008
520597.0,209034.875,124184.130859375,387334.1198426683,191988.19649876686,209222.03468407932
520021.34375,200401.484375,108752.0703125,383985.4762640024,186668.89699620954,185893.1353964647
532624.0,204190.359375,108752.0703125,394477.8928104888,184436.80795352333,185932.09665563033
530123.0,212107.25,97184.1796875,393584.9211895113,192241.99946357316,172101.26323698804
529554.4375,175810.25,150670.712890625,386336.6965698274,151238.8005408317,228955.4063925148
561964.25,108152.5078125,51449.873046875,419809.7377821713,81339.2144797606,129594.6215585224
474923.21875,186295.140625,43642.65625,350816.94872723334,160622.73742430954,117906.77219701745
571557.5,198285.40625,43642.65625,429084.7950913905,159884.3615152137,117906.77219701745
370406.65625,157399.890625,112451.494140625,218230.9712492623,143432.10902452137,178250.46827284707
476934.125,345499.4375,151427.978515625,351160.3741221602,363017.5804447547,221038.3670678788
570901.0625,348301.59375,147369.39453125,431514.73747784353,348742.3128689025,229130.31448904917
641916.6875,156360.84375,42187.3388671875,507780.3433551019,129080.40637603097,127365.4857710957
678536.625,152631.953125,72701.2451171875,541907.2240861576,109895.3994605222,160913.53117802524
613424.9375,239817.671875,49400.693359375,473609.71972856193,199818.06515353732,127370.0158266234
548888.8125,229630.890625,73090.1953125,414101.4580881651,201735.05944500904,153207.7328851247
549007.8125,241000.265625,42391.9140625,414343.5958310828,197034.89493267052,131200.34459024732
620362.8125,237057.1875,23859.70458984375,477703.0212273795,191862.44499539182,100941.5611771225
522522.53125,116991.5859375,65782.978515625,379160.2742694001,82052.60488168063,135560.2021803165
585797.625,182841.96875,180924.23828125,440010.84867408406,147582.09360542646,267049.1517322504
458731.0625,118210.6484375,54077.978515625,318720.1882895109,102063.90928324017,118264.77187425892
503639.875,118384.7734375,73560.21484375,363525.41947010515,87984.59766162297,145401.92823881967
473898.8125,109057.71875,57703.2470703125,340081.41353315586,76195.46551318621,145179.91568125162
607230.6875,201795.171875,95592.158203125,471794.69014821004,169225.1981245018,177023.39107029687
611688.875,200896.53125,58364.8974609375,487169.67384450976,174256.45798118928,140797.5972796972
580325.625,232722.359375,8651.341552734375,441700.2090825231,193084.74049595345,90917.31454636116
585043.5,347909.21875,64901.3134765625,435323.594546785,325624.90359604073,151090.988452543
475589.46875,326470.1875,53308.5107421875,353967.5258006856,325328.1641355651,124384.43701005445
640186.625,186770.421875,65499.296875,500329.5059725276,155845.49929682983,144047.74312941794
538275.9375,305518.03125,58437.4462890625,393554.2095662606,283832.72456021304,134601.1351363701
514676.09375,266709.78125,87456.142578125,362834.9991971532,246951.8226420343,163411.53717147463
540546.0625,272325.5625,82809.9609375,409405.9213093673,248357.73727183702,163411.5371714746
525287.375,299159.0,89855.302734375,386660.7342565738,278640.4808132463,166188.21856533445
513733.0,248744.0,110445.4296875,375702.2050586525,237553.9161508395,189159.07624809863
514028.71875,249557.515625,122429.853515625,373066.1151277726,240014.26675299433,205819.16461126154
540798.875,232831.53125,111731.015625,397661.2797850338,215567.57779137694,194880.7625390329
